POSTCODE,POSTCODE,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
6391,6391,52,Outer Regional Australia,0.9589058,Good,Good,0
6392,6392,52,Outer Regional Australia,1,Good,Good,0
6393,6393,52,Outer Regional Australia,1,Good,Good,0
6394,6394,52,Outer Regional Australia,1,Good,Good,0
6395,6395,52,Outer Regional Australia,1,Good,Good,0
6396,6396,52,Outer Regional Australia,1,Good,Good,0
6397,6397,52,Outer Regional Australia,1,Good,Good,0
6398,6398,52,Outer Regional Australia,0.976288,Good,Good,0
6398,6398,53,Remote Australia,0.023712,Good,Good,0
6401,6401,51,Inner Regional Australia,0.9764118,Good,Good,0
6401,6401,52,Outer Regional Australia,0.0235882,Good,Good,0
6403,6403,51,Inner Regional Australia,1,Good,Good,0
6405,6405,52,Outer Regional Australia,1,Good,Good,0
6407,6407,52,Outer Regional Australia,1,Good,Good,0
6409,6409,52,Outer Regional Australia,1,Good,Good,0
6410,6410,52,Outer Regional Australia,1,Good,Good,0
6411,6411,52,Outer Regional Australia,1,Good,Good,0
6412,6412,52,Outer Regional Australia,1,Good,Good,0
6413,6413,52,Outer Regional Australia,1,Good,Good,0
6414,6414,52,Outer Regional Australia,1,Good,Good,0
6415,6415,52,Outer Regional Australia,0.8809915,Good,Good,0
6415,6415,53,Remote Australia,0.1190085,Good,Good,0
6418,6418,53,Remote Australia,1,Good,Good,0
6419,6419,53,Remote Australia,1,Good,Good,0
6420,6420,53,Remote Australia,1,Good,Good,0
6421,6421,53,Remote Australia,1,Good,Good,0
6422,6422,53,Remote Australia,1,Good,Good,0
6423,6423,53,Remote Australia,1,Good,Good,0
6424,6424,53,Remote Australia,1,Good,Good,0
6425,6425,53,Remote Australia,1,Good,Good,0
6426,6426,53,Remote Australia,1,Good,Good,0
6427,6427,53,Remote Australia,1,Good,Good,0
6428,6428,53,Remote Australia,1,Good,Good,0
6429,6429,54,Very Remote Australia,1,Good,Good,0
6430,6430,52,Outer Regional Australia,0.999544,Good,Good,0
6430,6430,54,Very Remote Australia,0.000456,Good,Good,1
6431,6431,52,Outer Regional Australia,0.0002245,Good,Good,1
6431,6431,54,Very Remote Australia,0.9997755,Good,Good,0
6432,6432,52,Outer Regional Australia,0.9998595,Good,Good,0
6432,6432,54,Very Remote Australia,0.0001405,Good,Good,1
6434,6434,52,Outer Regional Australia,0.035217,Good,Good,0
6434,6434,54,Very Remote Australia,0.964783,Good,Good,0
6436,6436,54,Very Remote Australia,1,Good,Good,0
6437,6437,54,Very Remote Australia,1,Good,Good,0
6438,6438,54,Very Remote Australia,1,Good,Good,0
6440,6440,54,Very Remote Australia,1,Good,Good,0
6442,6442,52,Outer Regional Australia,0.9999836,Good,Good,0
6442,6442,54,Very Remote Australia,1.64E-05,Good,Good,1
6443,6443,54,Very Remote Australia,1,Good,Good,0
6445,6445,54,Very Remote Australia,1,Good,Good,0
6446,6446,53,Remote Australia,1,Good,Good,0
6447,6447,53,Remote Australia,0.8614922,Good,Good,0
6447,6447,54,Very Remote Australia,0.1385078,Good,Good,0
6448,6448,53,Remote Australia,1,Good,Good,0
6450,6450,53,Remote Australia,0.9728212,Good,Good,0
6450,6450,54,Very Remote Australia,0.0271788,Good,Good,0
6452,6452,54,Very Remote Australia,1,Good,Good,0
6460,6460,52,Outer Regional Australia,1,Good,Good,0
6461,6461,52,Outer Regional Australia,1,Good,Good,0
6462,6462,52,Outer Regional Australia,1,Good,Good,0
6463,6463,52,Outer Regional Australia,1,Good,Good,0
6465,6465,52,Outer Regional Australia,1,Good,Good,0
6466,6466,53,Remote Australia,1,Good,Good,0
6467,6467,53,Remote Australia,1,Good,Good,0
6468,6468,53,Remote Australia,1,Good,Good,0
6470,6470,53,Remote Australia,1,Good,Good,0
6472,6472,53,Remote Australia,1,Good,Good,0
6473,6473,53,Remote Australia,1,Good,Good,0
6475,6475,53,Remote Australia,1,Good,Good,0
6476,6476,53,Remote Australia,1,Good,Good,0
6477,6477,53,Remote Australia,1,Good,Good,0
6479,6479,53,Remote Australia,1,Good,Good,0
6480,6480,53,Remote Australia,1,Good,Good,0
6484,6484,53,Remote Australia,1,Good,Good,0
6485,6485,52,Outer Regional Australia,1,Good,Good,0
6487,6487,53,Remote Australia,1,Good,Good,0
6488,6488,53,Remote Australia,1,Good,Good,0
6489,6489,53,Remote Australia,1,Good,Good,0
6490,6490,53,Remote Australia,1,Good,Good,0
6501,6501,51,Inner Regional Australia,1,Good,Good,0
6502,6502,51,Inner Regional Australia,0.6984713,Good,Good,0
6502,6502,52,Outer Regional Australia,0.3015287,Good,Good,0
6503,6503,51,Inner Regional Australia,0.735533,Good,Good,0
6503,6503,52,Outer Regional Australia,0.264467,Good,Good,0
6504,6504,52,Outer Regional Australia,1,Good,Good,0
6505,6505,52,Outer Regional Australia,1,Good,Good,0
6506,6506,52,Outer Regional Australia,1,Good,Good,0
6507,6507,52,Outer Regional Australia,1,Good,Good,0
6509,6509,52,Outer Regional Australia,1,Good,Good,0
6510,6510,52,Outer Regional Australia,1,Good,Good,0
6511,6511,52,Outer Regional Australia,1,Good,Good,0
6512,6512,52,Outer Regional Australia,1,Good,Good,0
6513,6513,52,Outer Regional Australia,0.0151849,Good,Good,0
6513,6513,53,Remote Australia,0.9848151,Good,Good,0
6514,6514,53,Remote Australia,1,Good,Good,0
6515,6515,53,Remote Australia,1,Good,Good,0
6516,6516,52,Outer Regional Australia,1,Good,Good,0
6517,6517,53,Remote Australia,1,Good,Good,0
6518,6518,53,Remote Australia,1,Good,Good,0
6519,6519,53,Remote Australia,1,Good,Good,0
6521,6521,52,Outer Regional Australia,1,Good,Good,0
6522,6522,52,Outer Regional Australia,1,Good,Good,0
6525,6525,52,Outer Regional Australia,1,Good,Good,0
6528,6528,52,Outer Regional Australia,1,Good,Good,0
6530,6530,52,Outer Regional Australia,0.999973,Good,Good,0
6530,6530,54,Very Remote Australia,2.70E-05,Good,Good,1
6532,6532,52,Outer Regional Australia,0.9317743,Good,Good,0
6532,6532,53,Remote Australia,0.0625303,Good,Good,0
6532,6532,54,Very Remote Australia,0.0056955,Good,Good,1
6535,6535,52,Outer Regional Australia,0.7039314,Good,Good,0
6535,6535,53,Remote Australia,0.2960686,Good,Good,0
6536,6536,53,Remote Australia,1,Good,Good,0
6537,6537,,,1.02E-05,Poor,Good,4
6537,6537,54,Very Remote Australia,0.9999898,Good,Good,0
6556,6556,51,Inner Regional Australia,1,Good,Good,0
6558,6558,51,Inner Regional Australia,1,Good,Good,0
6560,6560,51,Inner Regional Australia,1,Good,Good,0
6562,6562,51,Inner Regional Australia,1,Good,Good,0
6564,6564,51,Inner Regional Australia,1,Good,Good,0
6566,6566,51,Inner Regional Australia,0.9439302,Good,Good,0
6566,6566,52,Outer Regional Australia,0.0560698,Good,Good,0
6567,6567,51,Inner Regional Australia,0.8322368,Good,Good,0
6567,6567,52,Outer Regional Australia,0.1677632,Good,Good,0
6568,6568,52,Outer Regional Australia,1,Good,Good,0
6569,6569,52,Outer Regional Australia,1,Good,Good,0
6571,6571,52,Outer Regional Australia,1,Good,Good,0
6572,6572,52,Outer Regional Australia,1,Good,Good,0
6574,6574,52,Outer Regional Australia,1,Good,Good,0
6575,6575,52,Outer Regional Australia,1,Good,Good,0
6603,6603,52,Outer Regional Australia,1,Good,Good,0
6605,6605,53,Remote Australia,1,Good,Good,0
6606,6606,53,Remote Australia,1,Good,Good,0
6608,6608,53,Remote Australia,1,Good,Good,0
6609,6609,52,Outer Regional Australia,0.0017799,Good,Good,1
6609,6609,53,Remote Australia,0.9982201,Good,Good,0
6612,6612,53,Remote Australia,0.8323558,Good,Good,0
6612,6612,54,Very Remote Australia,0.1676442,Good,Good,0
6613,6613,53,Remote Australia,1,Good,Good,0
6614,6614,53,Remote Australia,1,Good,Good,0
6616,6616,53,Remote Australia,1,Good,Good,0
6620,6620,53,Remote Australia,1,Good,Good,0
6623,6623,53,Remote Australia,1,Good,Good,0
6625,6625,53,Remote Australia,1,Good,Good,0
6627,6627,53,Remote Australia,1,Good,Good,0
6628,6628,53,Remote Australia,1,Good,Good,0
6630,6630,53,Remote Australia,0.9268688,Good,Good,0
6630,6630,54,Very Remote Australia,0.0731312,Good,Good,0
6631,6631,53,Remote Australia,1,Good,Good,0
6632,6632,53,Remote Australia,1,Good,Good,0
6635,6635,54,Very Remote Australia,1,Good,Good,0
6638,6638,54,Very Remote Australia,1,Good,Good,0
6639,6639,54,Very Remote Australia,1,Good,Good,0
6640,6640,54,Very Remote Australia,1,Good,Good,0
6642,6642,54,Very Remote Australia,1,Good,Good,0
6646,6646,54,Very Remote Australia,1,Good,Good,0
6701,6701,54,Very Remote Australia,1,Good,Good,0
6705,6705,54,Very Remote Australia,1,Good,Good,0
6707,6707,54,Very Remote Australia,1,Good,Good,0
6710,6710,54,Very Remote Australia,1,Good,Good,0
6712,6712,54,Very Remote Australia,1,Good,Good,0
6713,6713,,,0.0229277,Poor,Good,2
6713,6713,53,Remote Australia,0.9739216,Good,Good,0
6713,6713,54,Very Remote Australia,0.0031507,Good,Good,1
6714,6714,53,Remote Australia,0.9639186,Good,Good,0
6714,6714,54,Very Remote Australia,0.0360814,Good,Good,0
6716,6716,54,Very Remote Australia,1,Good,Good,0
6718,6718,53,Remote Australia,0.9949231,Good,Good,0
6718,6718,54,Very Remote Australia,0.0050769,Good,Good,1
6720,6720,,,4.40E-06,Poor,Good,4
6720,6720,53,Remote Australia,0.9999934,Good,Good,0
6720,6720,54,Very Remote Australia,2.20E-06,Good,Good,1
6721,6721,53,Remote Australia,0.9790009,Good,Good,0
6721,6721,54,Very Remote Australia,0.0209991,Good,Good,0
6722,6722,53,Remote Australia,0.9764617,Good,Good,0
6722,6722,54,Very Remote Australia,0.0235383,Good,Good,0
6725,6725,53,Remote Australia,0.8189984,Good,Good,0
6725,6725,54,Very Remote Australia,0.1810016,Good,Good,0
6726,6726,53,Remote Australia,1,Good,Good,0
6728,6728,54,Very Remote Australia,1,Good,Good,0
6740,6740,,,0,Poor,Good,4
6740,6740,54,Very Remote Australia,1,Good,Good,0
6743,6743,54,Very Remote Australia,1,Good,Good,0
6751,6751,54,Very Remote Australia,1,Good,Good,0
6753,6753,54,Very Remote Australia,1,Good,Good,0
6754,6754,54,Very Remote Australia,1,Good,Good,0
6758,6758,54,Very Remote Australia,1,Good,Good,0
6760,6760,54,Very Remote Australia,1,Good,Good,0
6762,6762,54,Very Remote Australia,1,Good,Good,0
6765,6765,54,Very Remote Australia,1,Good,Good,0
6770,6770,54,Very Remote Australia,1,Good,Good,0
6798,6798,94,Very Remote Australia,1,Good,Good,0
6799,6799,,,1.68E-05,Poor,Good,4
6799,6799,94,Very Remote Australia,0.9999832,Good,Good,0
7000,7000,61,Inner Regional Australia,1,Good,Good,0
7004,7004,61,Inner Regional Australia,1,Good,Good,0
7005,7005,61,Inner Regional Australia,1,Good,Good,0
7007,7007,61,Inner Regional Australia,1,Good,Good,0
7008,7008,61,Inner Regional Australia,1,Good,Good,0
7009,7009,61,Inner Regional Australia,1,Good,Good,0
7010,7010,61,Inner Regional Australia,1,Good,Good,0
7011,7011,61,Inner Regional Australia,1,Good,Good,0
7012,7012,61,Inner Regional Australia,1,Good,Good,0
7015,7015,61,Inner Regional Australia,1,Good,Good,0
7016,7016,61,Inner Regional Australia,1,Good,Good,0
7017,7017,61,Inner Regional Australia,0.9836687,Good,Good,0
7017,7017,62,Outer Regional Australia,0.0163313,Good,Good,0
7018,7018,61,Inner Regional Australia,1,Good,Good,0
7019,7019,61,Inner Regional Australia,1,Good,Good,0
7020,7020,61,Inner Regional Australia,0.8827619,Good,Good,0
7020,7020,62,Outer Regional Australia,0.1172381,Good,Good,0
7021,7021,61,Inner Regional Australia,1,Good,Good,0
7022,7022,62,Outer Regional Australia,1,Good,Good,0
7023,7023,62,Outer Regional Australia,1,Good,Good,0
7024,7024,61,Inner Regional Australia,1,Good,Good,0
7025,7025,61,Inner Regional Australia,0.3849137,Good,Good,0
7025,7025,62,Outer Regional Australia,0.6150863,Good,Good,0
7026,7026,62,Outer Regional Australia,1,Good,Good,0
7027,7027,62,Outer Regional Australia,1,Good,Good,0
7030,7030,61,Inner Regional Australia,0.8176245,Good,Good,0
7030,7030,62,Outer Regional Australia,0.1758762,Good,Good,0
7030,7030,63,Remote Australia,0.0064993,Poor,Good,1
7050,7050,61,Inner Regional Australia,1,Good,Good,0
7052,7052,61,Inner Regional Australia,1,Good,Good,0
7053,7053,61,Inner Regional Australia,1,Good,Good,0
7054,7054,61,Inner Regional Australia,0.9999974,Good,Good,0
7054,7054,62,Outer Regional Australia,2.60E-06,Good,Good,1
7055,7055,61,Inner Regional Australia,1,Good,Good,0
7109,7109,61,Inner Regional Australia,0.0193808,Good,Good,0
7109,7109,62,Outer Regional Australia,0.980618,Good,Good,0
7109,7109,63,Remote Australia,1.30E-06,Poor,Good,1
7112,7112,62,Outer Regional Australia,1,Good,Good,0
7113,7113,62,Outer Regional Australia,1,Good,Good,0
7116,7116,62,Outer Regional Australia,0.9998431,Good,Good,0
7116,7116,63,Remote Australia,0.0001569,Poor,Good,1
7117,7117,62,Outer Regional Australia,1,Good,Good,0
7119,7119,62,Outer Regional Australia,1,Good,Good,0
7120,7120,62,Outer Regional Australia,1,Good,Good,0
7139,7139,63,Remote Australia,1,Poor,Good,0
7140,7140,61,Inner Regional Australia,0.7170203,Good,Good,0
7140,7140,62,Outer Regional Australia,0.2647652,Good,Good,0
7140,7140,63,Remote Australia,0.0182144,Poor,Good,0
7150,7150,61,Inner Regional Australia,0.4747734,Good,Good,0
7150,7150,62,Outer Regional Australia,0.5252266,Good,Good,0
7155,7155,61,Inner Regional Australia,0.3849842,Good,Good,0
7155,7155,62,Outer Regional Australia,0.6150158,Good,Good,0
7162,7162,62,Outer Regional Australia,1,Good,Good,0
7163,7163,62,Outer Regional Australia,1,Good,Good,0
7170,7170,61,Inner Regional Australia,1,Good,Good,0
7171,7171,61,Inner Regional Australia,1,Good,Good,0
7172,7172,61,Inner Regional Australia,0.9083256,Good,Good,0
7172,7172,62,Outer Regional Australia,0.0916744,Good,Good,0
7173,7173,61,Inner Regional Australia,0.752473,Good,Good,0
7173,7173,62,Outer Regional Australia,0.247527,Good,Good,0
7174,7174,62,Outer Regional Australia,1,Good,Good,0
7175,7175,62,Outer Regional Australia,1,Good,Good,0
7176,7176,62,Outer Regional Australia,1,Good,Good,0
7177,7177,62,Outer Regional Australia,1,Good,Good,0
7178,7178,62,Outer Regional Australia,1,Good,Good,0
7179,7179,62,Outer Regional Australia,1,Good,Good,0
7180,7180,62,Outer Regional Australia,1,Good,Good,0
7182,7182,62,Outer Regional Australia,1,Good,Good,0
7183,7183,62,Outer Regional Australia,1,Good,Good,0
7184,7184,62,Outer Regional Australia,1,Good,Good,0
7185,7185,62,Outer Regional Australia,1,Good,Good,0
7186,7186,62,Outer Regional Australia,1,Good,Good,0
7187,7187,62,Outer Regional Australia,1,Good,Good,0
7190,7190,62,Outer Regional Australia,0.6353946,Good,Good,0
7190,7190,63,Remote Australia,0.3646054,Poor,Good,0
7209,7209,62,Outer Regional Australia,0.9999765,Good,Good,0
7209,7209,63,Remote Australia,2.35E-05,Poor,Good,1
7210,7210,62,Outer Regional Australia,0.9962491,Good,Good,0
7210,7210,63,Remote Australia,0.0037509,Poor,Good,1
7211,7211,62,Outer Regional Australia,1,Good,Good,0
7212,7212,61,Inner Regional Australia,0.7823373,Good,Good,0
7212,7212,62,Outer Regional Australia,0.2176627,Good,Good,0
7213,7213,62,Outer Regional Australia,0.9998898,Good,Good,0
7213,7213,63,Remote Australia,0.0001102,Poor,Good,1
7214,7214,62,Outer Regional Australia,1,Good,Good,0
7215,7215,62,Outer Regional Australia,0.5655745,Good,Good,0
7215,7215,63,Remote Australia,0.4344255,Poor,Good,0
7216,7216,62,Outer Regional Australia,1,Good,Good,0
7248,7248,61,Inner Regional Australia,1,Good,Good,0
7249,7249,61,Inner Regional Australia,1,Good,Good,0
7250,7250,61,Inner Regional Australia,1,Good,Good,0
7252,7252,62,Outer Regional Australia,1,Good,Good,0
7253,7253,62,Outer Regional Australia,1,Good,Good,0
7254,7254,62,Outer Regional Australia,1,Good,Good,0
7255,7255,64,Very Remote Australia,1,Good,Good,0
7256,7256,,,1.00E-07,Poor,Good,4
7256,7256,64,Very Remote Australia,0.9999999,Good,Good,0
7257,7257,64,Very Remote Australia,1,Good,Good,0
7258,7258,61,Inner Regional Australia,0.8169726,Good,Good,0
7258,7258,62,Outer Regional Australia,0.1830274,Good,Good,0
7259,7259,61,Inner Regional Australia,4.00E-05,Good,Good,1
7259,7259,62,Outer Regional Australia,0.99996,Good,Good,0
7260,7260,62,Outer Regional Australia,1,Good,Good,0
7261,7261,62,Outer Regional Australia,1,Good,Good,0
7262,7262,62,Outer Regional Australia,1,Good,Good,0
7263,7263,62,Outer Regional Australia,1,Good,Good,0
7264,7264,62,Outer Regional Australia,0.9999478,Good,Good,0
7264,7264,63,Remote Australia,5.22E-05,Poor,Good,1
7265,7265,62,Outer Regional Australia,1,Good,Good,0
7267,7267,62,Outer Regional Australia,1,Good,Good,0
7268,7268,61,Inner Regional Australia,0.3405774,Good,Good,0
7268,7268,62,Outer Regional Australia,0.6594226,Good,Good,0
7270,7270,62,Outer Regional Australia,1,Good,Good,0
7275,7275,62,Outer Regional Australia,1,Good,Good,0
7276,7276,62,Outer Regional Australia,1,Good,Good,0
7277,7277,61,Inner Regional Australia,0.9367992,Good,Good,0
7277,7277,62,Outer Regional Australia,0.0632008,Good,Good,0
7290,7290,61,Inner Regional Australia,1,Good,Good,0
7291,7291,61,Inner Regional Australia,1,Good,Good,0
7292,7292,61,Inner Regional Australia,0.1320564,Good,Good,0
7292,7292,62,Outer Regional Australia,0.8679436,Good,Good,0
7300,7300,61,Inner Regional Australia,0.9923635,Good,Good,0
7300,7300,62,Outer Regional Australia,0.0076365,Good,Good,1
7301,7301,61,Inner Regional Australia,0.8396991,Good,Good,0
7301,7301,62,Outer Regional Australia,0.1603009,Good,Good,0
7302,7302,62,Outer Regional Australia,1,Good,Good,0
7303,7303,61,Inner Regional Australia,0.0079307,Good,Good,1
7303,7303,62,Outer Regional Australia,0.9920693,Good,Good,0
7304,7304,62,Outer Regional Australia,0.9937054,Good,Good,0
7304,7304,63,Remote Australia,0.0062946,Poor,Good,1
7305,7305,62,Outer Regional Australia,1,Good,Good,0
7306,7306,62,Outer Regional Australia,0.9999941,Good,Good,0
7306,7306,63,Remote Australia,5.90E-06,Poor,Good,1
7307,7307,62,Outer Regional Australia,1,Good,Good,0
7310,7310,62,Outer Regional Australia,1,Good,Good,0
7315,7315,62,Outer Regional Australia,1,Good,Good,0
7316,7316,62,Outer Regional Australia,1,Good,Good,0
7320,7320,62,Outer Regional Australia,1,Good,Good,0
7321,7321,62,Outer Regional Australia,0.9593036,Good,Good,0
7321,7321,63,Remote Australia,0.0406964,Poor,Good,0
7322,7322,62,Outer Regional Australia,1,Good,Good,0
7325,7325,62,Outer Regional Australia,1,Good,Good,0
7330,7330,62,Outer Regional Australia,0.8900164,Good,Good,0
7330,7330,63,Remote Australia,0.1099836,Poor,Good,0
7331,7331,62,Outer Regional Australia,1,Good,Good,0
7466,7466,63,Remote Australia,1,Poor,Good,0
7467,7467,63,Remote Australia,1,Poor,Good,0
7468,7468,63,Remote Australia,1,Poor,Good,0
7469,7469,63,Remote Australia,1,Poor,Good,0
7470,7470,63,Remote Australia,1,Poor,Good,0
NA,NA,,,0.3865548,Poor,Good,2
NA,NA,10,Major Cities of Australia,0.0319444,Good,Good,0
NA,NA,11,Inner Regional Australia,0.0091136,Good,Good,1
NA,NA,12,Outer Regional Australia,6.04E-05,Acceptable,Good,1
NA,NA,31,Inner Regional Australia,0.021434,Good,Good,0
NA,NA,32,Outer Regional Australia,0.1093806,Good,Good,0
NA,NA,33,Remote Australia,0.136719,Poor,Good,0
NA,NA,34,Very Remote Australia,0.1936761,Good,Good,0
NA,NA,44,Very Remote Australia,9.10E-06,Acceptable,Good,1
NA,NA,62,Outer Regional Australia,0.033686,Good,Good,0
NA,NA,63,Remote Australia,0.0179728,Poor,Good,0
NA,NA,72,Outer Regional Australia,2.68E-05,Good,Good,1
